frame,object_index,tlv1_range,tlv1_angle,tlv1_elevation,tlv1_doppler,tlv1_x_derived,tlv1_y_derived,tlv1_z_derived,tlv7_snr,tlv7_noise,tlv8_x,tlv8_y,tlv8_z,tlv8_doppler,tlv9_snr,tlv9_noise,tlv11_targetID,tlv10_targetID,tlv10_x,tlv10_y,tlv10_vx,tlv10_vy,tlv10_ax,tlv10_ay,tlv10_z,tlv10_vz,tlv10_az
476,17,1.1960407495498657,0.1284555047750473,-0.22053326666355133,-0.294373095035553,0.14950509695061243,1.1574581599895613,-0.2616339206662086,229,428,,,,,-1,-1,1,-1,,,,,,,,,
477,0,2.1810154914855957,1.5707963705062866,-0.09388787299394608,0.1471865475177765,2.171409798342403,-9.491534054921029e-08,-0.20447019773734712,172,424,0.0,1.32029390335083,-0.20911400020122528,0.0,185,0,1,2,-0.11667699366807938,1.394431710243225,-0.5717381238937378,0.32589709758758545,0.7968959808349609,0.40650472044944763,-0.1129584014415741,0.1735060214996338,0.0
477,1,2.251370906829834,1.3380450010299683,-0.09388787299394608,0.1471865475177765,2.1810155624978367,0.5170040738731616,-0.21106601777782324,178,420,,,,,-1,-1,1,-1,,,,,,,,,
477,2,1.3367514610290527,0.0,-0.09388787299394608,0.294373095035553,0.0,1.330864100579994,-0.12532044665859873,251,424,,,,,-1,-1,1,-1,,,,,,,,,
477,3,1.407106876373291,-0.06266342848539352,-0.06254076212644577,0.294373095035553,-0.0879441759685946,1.4015995878326661,-0.08794418023670407,273,430,,,,,-1,-1,1,-1,,,,,,,,,
477,4,1.4774621725082397,-0.06266342848539352,-0.06254076212644577,0.294373095035553,-0.09234138178679223,1.4716795197272132,-0.09234138626830703,250,446,,,,,-1,-1,1,-1,,,,,,,,,
477,5,1.5478174686431885,-0.06266342848539352,-0.06254076212644577,0.294373095035553,-0.09673858760498985,1.5417594516217605,-0.09673859229990997,174,472,,,,,-1,-1,1,-1,,,,,,,,,
477,6,1.3367514610290527,-0.031393397599458694,-0.09388787299394608,0.44155964255332947,-0.04177348346048789,1.3302083409346719,-0.12532044665859873,221,442,,,,,-1,-1,1,-1,,,,,,,,,
477,7,1.407106876373291,-0.09407233446836472,-0.06254076212644577,0.44155964255332947,-0.13191627204562137,1.3981465158806068,-0.08794418023670407,270,441,,,,,-1,-1,1,-1,,,,,,,,,
477,8,1.4774621725082397,-0.09407233446836472,-0.06254076212644577,0.44155964255332947,-0.138512081177554,1.468053794294568,-0.09234138626830703,265,444,,,,,-1,-1,1,-1,,,,,,,,,
477,9,1.5478174686431885,-0.09407233446836472,-0.06254076212644577,0.44155964255332947,-0.14510789030948662,1.537961072708529,-0.09673859229990997,229,437,,,,,-1,-1,1,-1,,,,,,,,,
477,10,1.6885281801223755,-0.18861638009548187,0.0,0.44155964255332947,-0.3165990236888991,1.658581464163463,0.0,161,433,,,,,-1,-1,1,-1,,,,,,,,,
477,11,1.407106876373291,-0.09430444240570068,-0.09388787299394608,0.588746190071106,-0.13191627165839592,1.3946848953756281,-0.13191626669907486,206,442,,,,,-1,-1,1,-1,,,,,,,,,
477,12,1.4774621725082397,-0.12557463347911835,-0.06254076212644577,0.588746190071106,-0.18468277826945,1.4629626827043445,-0.09234138626830703,225,426,,,,,-1,-1,1,-1,,,,,,,,,
477,13,1.5478174686431885,-0.18870966136455536,-0.0312550887465477,0.588746190071106,-0.29021577576537516,1.5195967000857653,-0.04836929627730512,216,422,,,,,-1,-1,1,-1,,,,,,,,,
477,14,1.6181728839874268,-0.22053326666355133,0.0,0.588746190071106,-0.3539753274398994,1.5789822513366012,0.0,179,418,,,,,-1,-1,1,-1,,,,,,,,,
477,15,1.6885281801223755,-0.18870966136455536,-0.0312550887465477,0.588746190071106,-0.31659903420361163,1.657741886557869,-0.05276650604577568,184,422,,,,,-1,-1,1,-1,,,,,,,,,
477,16,1.125685453414917,0.0962253212928772,-0.22053326666355133,-0.588746190071106,0.10553301224676502,1.093341009904718,-0.24624369924244321,162,433,,,,,-1,-1,1,-1,,,,,,,,,
477,17,1.1960407495498657,0.0962253212928772,-0.22053326666355133,-0.588746190071106,0.11212882132123622,1.1616747796047495,-0.2616339206662086,169,435,,,,,-1,-1,1,-1,,,,,,,,,
477,18,1.125685453414917,0.1284555047750473,-0.22053326666355133,-0.44155964255332947,0.1407106847421628,1.0893724265891516,-0.24624369924244321,180,437,,,,,-1,-1,1,-1,,,,,,,,,
477,19,1.1960407495498657,0.1276029497385025,-0.18861638009548187,-0.44155964255332947,0.14950508937361445,1.1652768841344272,-0.22425763339773394,203,434,,,,,-1,-1,1,-1,,,,,,,,,
477,20,1.266396164894104,0.09505889564752579,-0.15689286589622498,-0.44155964255332947,0.11872463927356648,1.2451945352218907,-0.19787439435509538,191,434,,,,,-1,-1,1,-1,,,,,,,,,
478,0,2.251370906829834,1.327909231185913,-0.06254076212644577,0.1471865475177765,2.1810155799006936,0.5404095707920226,-0.140710682418262,197,403,0.9949748516082764,0.95099276304245,-0.29255396127700806,0.0,5,0,1,2,-0.12898999452590942,1.4133213758468628,-0.3690743148326874,0.2771955728530884,0.7944312691688538,0.482797771692276,-0.12094023823738098,0.05620992183685303,0.0
478,1,2.3217263221740723,1.3220562934875488,-0.0312550887465477,0.1471865475177765,2.2491723841018483,0.5712903169831158,-0.07255394814124802,183,401,,,,,-1,-1,1,-1,,,,,,,,,
478,2,1.266396164894104,-0.09463229775428772,-0.12532782554626465,0.294373095035553,-0.1187246402175738,1.250841704722909,-0.1582995135481756,200,438,,,,,-1,-1,1,-1,,,,,,,,,
478,3,1.3367514610290527,-0.09463229775428772,-0.12532782554626465,0.294373095035553,-0.12532044921682256,1.3203328647510848,-0.16709392517262292,189,439,,,,,-1,-1,1,-1,,,,,,,,,
478,4,2.251370906829834,1.2206906080245972,-0.06254076212644577,0.294373095035553,2.110660270578468,0.7707040198252537,-0.140710682418262,167,407,,,,,-1,-1,1,-1,,,,,,,,,
478,5,2.3217263221740723,1.2206906080245972,-0.06254076212644577,0.294373095035553,2.1766184738832397,0.7947885459501078,-0.1451078959004456,156,403,,,,,-1,-1,1,-1,,,,,,,,,
478,6,1.266396164894104,-0.09463229775428772,-0.12532782554626465,0.44155964255332947,-0.1187246402175738,1.250841704722909,-0.1582995135481756,215,449,,,,,-1,-1,1,-1,,,,,,,,,
478,7,1.3367514610290527,-0.09463229775428772,-0.12532782554626465,0.44155964255332947,-0.12532044921682256,1.3203328647510848,-0.16709392517262292,216,447,,,,,-1,-1,1,-1,,,,,,,,,
478,8,1.407106876373291,-0.15759271383285522,-0.09388787299394608,0.44155964255332947,-0.21986045445942637,1.3835495078536486,-0.13191626669907486,181,445,,,,,-1,-1,1,-1,,,,,,,,,
478,9,1.4774621725082397,-0.12557463347911835,0.06254076212644577,0.44155964255332947,-0.18468277826945,1.4629626827043445,0.09234138626830703,165,453,,,,,-1,-1,1,-1,,,,,,,,,
478,10,1.5478174686431885,-0.12538939714431763,-0.0312550887465477,0.44155964255332947,-0.19347718816642684,1.5349156019383798,-0.04836929627730512,211,443,,,,,-1,-1,1,-1,,,,,,,,,
478,11,1.6181728839874268,-0.12538939714431763,-0.0312550887465477,0.44155964255332947,-0.20227161529291268,1.6046845681636996,-0.05056790302418557,200,449,,,,,-1,-1,1,-1,,,,,,,,,
478,12,1.3367514610290527,-0.15759271383285522,-0.09388787299394608,0.588746190071106,-0.20886742056058388,1.3143719621328525,-0.12532044665859873,177,449,,,,,-1,-1,1,-1,,,,,,,,,
478,13,1.407106876373291,-0.19012559950351715,-0.12532782554626465,0.588746190071106,-0.2638325342385057,1.370914090361306,-0.17588835169823078,172,447,,,,,-1,-1,1,-1,,,,,,,,,
478,14,1.4774621725082397,-0.15759271383285522,0.09388787299394608,0.588746190071106,-0.23085346973181692,1.4527269363609219,0.13851207556368034,157,448,,,,,-1,-1,1,-1,,,,,,,,,
478,15,1.5478174686431885,-0.12532782554626465,0.0,0.588746190071106,-0.19347717494712544,1.535677537444462,0.0,198,433,,,,,-1,-1,1,-1,,,,,,,,,
478,16,1.6181728839874268,-0.09407233446836472,-0.06254076212644577,0.588746190071106,-0.15170371061729035,1.6078684695726633,-0.10113580578209355,180,440,,,,,-1,-1,1,-1,,,,,,,,,
478,17,1.1960407495498657,0.09558821469545364,-0.18861638009548187,-0.588746190071106,0.1121288205374268,1.1694653120343235,-0.22425763339773394,178,438,,,,,-1,-1,1,-1,,,,,,,,,
478,18,1.125685453414917,0.1284555047750473,-0.22053326666355133,-0.44155964255332947,0.1407106847421628,1.0893724265891516,-0.24624369924244321,186,426,,,,,-1,-1,1,-1,,,,,,,,,
478,19,1.1960407495498657,0.0962253212928772,-0.22053326666355133,-0.44155964255332947,0.11212882132123622,1.1616747796047495,-0.2616339206662086,202,435,,,,,-1,-1,1,-1,,,,,,,,,
478,20,1.125685453414917,0.0962253212928772,-0.22053326666355133,-0.294373095035553,0.10553301224676502,1.093341009904718,-0.24624369924244321,174,433,,,,,-1,-1,1,-1,,,,,,,,,
478,21,1.1960407495498657,0.0962253212928772,-0.22053326666355133,-0.294373095035553,0.11212882132123622,1.1616747796047495,-0.2616339206662086,191,443,,,,,-1,-1,1,-1,,,,,,,,,
479,0,1.407106876373291,-0.06266342848539352,-0.06254076212644577,0.1471865475177765,-0.0879441759685946,1.4015995878326661,-0.08794418023670407,179,416,,,,,-1,-1,-1,2,-0.13115465641021729,1.4257742166519165,-0.18282738327980042,0.22144372761249542,0.7940436601638794,0.4916771948337555,-0.13958032429218292,-0.07324618101119995,0.0
479,1,1.3367514610290527,-0.06281778961420059,-0.09388787299394608,0.294373095035553,-0.08354696867206109,1.3282391193750867,-0.12532044665859873,175,451,,,,,-1,-1,-1,-1,,,,,,,,,
479,2,1.407106876373291,-0.031393397599458694,-0.09388787299394608,0.294373095035553,-0.043972090205960095,1.4002193811685715,-0.13191626669907486,210,450,,,,,-1,-1,-1,-1,,,,,,,,,
479,3,1.4774621725082397,-0.03131633251905441,-0.06254076212644577,0.294373095035553,-0.04617069214533654,1.4738506731557426,-0.09234138626830703,178,458,,,,,-1,-1,-1,-1,,,,,,,,,
479,4,1.407106876373291,-0.031393397599458694,-0.09388787299394608,0.44155964255332947,-0.043972090205960095,1.4002193811685715,-0.13191626669907486,191,459,,,,,-1,-1,-1,-1,,,,,,,,,
479,5,1.4774621725082397,-0.06257136166095734,-0.0312550887465477,0.44155964255332947,-0.09234138587451284,1.4738506731456307,-0.04617069325571501,187,450,,,,,-1,-1,-1,-1,,,,,,,,,
479,6,1.5478174686431885,-0.12538939714431763,-0.0312550887465477,0.44155964255332947,-0.19347718816642684,1.5349156019383798,-0.04836929627730512,231,446,,,,,-1,-1,-1,-1,,,,,,,,,
479,7,1.6181728839874268,-0.12538939714431763,-0.0312550887465477,0.44155964255332947,-0.20227161529291268,1.6046845681636996,-0.05056790302418557,200,447,,,,,-1,-1,-1,-1,,,,,,,,,
479,8,1.266396164894104,-0.158143550157547,-0.12532782554626465,0.588746190071106,-0.19787439852708777,1.2407845231451142,-0.1582995135481756,158,451,,,,,-1,-1,-1,-1,,,,,,,,,
479,9,1.3367514610290527,-0.1894608736038208,-0.09388787299394608,0.588746190071106,-0.2506408949721943,1.3070495002027023,-0.12532044665859873,153,453,,,,,-1,-1,-1,-1,,,,,,,,,
479,10,1.4774621725082397,-0.18861638009548187,0.0,0.588746190071106,-0.27702414852175433,1.4512587957799135,0.0,204,442,,,,,-1,-1,-1,-1,,,,,,,,,
479,11,1.5478174686431885,-0.15697017312049866,-0.0312550887465477,0.588746190071106,-0.24184648303640832,1.5280411009058514,-0.04836929627730512,254,431,,,,,-1,-1,-1,-1,,,,,,,,,
479,12,1.6181728839874268,-0.09430444240570068,-0.09388787299394608,0.588746190071106,-0.15170371017198112,1.603887606050591,-0.15170370446876194,193,423,,,,,-1,-1,-1,-1,,,,,,,,,
479,13,1.6885281801223755,-0.2528064250946045,0.0312550887465477,0.588746190071106,-0.42213204797872317,1.6340586418413483,0.05276650604577568,161,430,,,,,-1,-1,-1,-1,,,,,,,,,
479,14,1.7588834762573242,-0.22053326666355133,0.0,0.588746190071106,-0.38475577028743024,1.7162849647659257,0.0,161,441,,,,,-1,-1,-1,-1,,,,,,,,,
479,15,1.4774621725082397,-0.22053326666355133,0.0,0.7359327077865601,-0.3231948585153358,1.4416794215851245,0.0,162,440,,,,,-1,-1,-1,-1,,,,,,,,,
479,16,1.5478174686431885,-0.22053326666355133,0.0,0.7359327077865601,-0.33858507993910125,1.5103307782997868,0.0,202,431,,,,,-1,-1,-1,-1,,,,,,,,,
479,17,1.6885281801223755,-0.2850964367389679,0.0,0.7359327077865601,-0.4748985449657973,1.620369953762643,0.0,176,426,,,,,-1,-1,-1,-1,,,,,,,,,
479,18,1.0553301572799683,0.0962253212928772,-0.22053326666355133,-0.44155964255332947,0.09893720317229383,1.0250072402046866,-0.2308534778186778,152,436,,,,,-1,-1,-1,-1,,,,,,,,,
479,19,1.125685453414917,0.064095139503479,-0.22053326666355133,-0.44155964255332947,0.07035534205822455,1.0961669154180922,-0.24624369924244321,194,432,,,,,-1,-1,-1,-1,,,,,,,,,
479,20,1.1960407495498657,0.064095139503479,-0.22053326666355133,-0.44155964255332947,0.07475254814289582,1.1646773041004863,-0.2616339206662086,188,431,,,,,-1,-1,-1,-1,,,,,,,,,
479,21,1.0553301572799683,0.09697651118040085,-0.252680242061615,-0.294373095035553,0.09893719981359966,1.0170179789985387,-0.2638325259541254,165,422,,,,,-1,-1,-1,-1,,,,,,,,,
479,22,1.125685453414917,0.0320311076939106,-0.22053326666355133,-0.294373095035553,0.03517767030572486,1.0978589673201227,-0.24624369924244321,200,439,,,,,-1,-1,-1,-1,,,,,,,,,
479,23,1.1960407495498657,0.0,-0.22053326666355133,-0.294373095035553,0.0,1.1670737620821714,-0.2616339206662086,209,443,,,,,-1,-1,-1,-1,,,,,,,,,
479,24,1.266396164894104,0.0,-0.22053326666355133,-0.294373095035553,0.0,1.2357252351189858,-0.2770241681670068,157,448,,,,,-1,-1,-1,-1,,,,,,,,,
479,25,1.125685453414917,0.0,-0.22053326666355133,-0.1471865475177765,0.0,1.0984224053675091,-0.24624369924244321,175,441,,,,,-1,-1,-1,-1,,,,,,,,,
479,26,1.1960407495498657,0.0,-0.22053326666355133,-0.1471865475177765,0.0,1.1670737620821714,-0.2616339206662086,199,451,,,,,-1,-1,-1,-1,,,,,,,,,
479,27,1.266396164894104,-0.03181960806250572,-0.18861638009548187,-0.1471865475177765,-0.03957488106115975,1.2433064456644858,-0.23744927335460958,171,450,,,,,-1,-1,-1,-1,,,,,,,,,
480,0,1.5478174686431885,-0.12532782554626465,0.0,0.294373095035553,-0.19347717494712544,1.535677537444462,0.0,154,463,-0.07732439041137695,1.4572221040725708,-0.23112601041793823,0.0,15,0,1,2,-0.1708337962627411,1.4518412351608276,-0.20098823308944702,0.2433622181415558,0.7936413288116455,0.5190301537513733,-0.1301698088645935,-0.039606645703315735,0.0
480,1,1.407106876373291,-0.19012559950351715,-0.12532782554626465,0.44155964255332947,-0.2638325342385057,1.370914090361306,-0.17588835169823078,155,455,,,,,-1,-1,1,-1,,,,,,,,,
480,2,1.4774621725082397,-0.09388787299394608,0.0,0.44155964255332947,-0.13851207556368034,1.470955089768484,0.0,174,456,,,,,-1,-1,1,-1,,,,,,,,,
480,3,1.5478174686431885,-0.12538939714431763,-0.0312550887465477,0.44155964255332947,-0.19347718816642684,1.5349156019383798,-0.04836929627730512,239,464,,,,,-1,-1,1,-1,,,,,,,,,
480,4,1.6181728839874268,-0.15697017312049866,-0.0312550887465477,0.44155964255332947,-0.2528395168458053,1.5974975894745829,-0.05056790302418557,248,467,,,,,-1,-1,1,-1,,,,,,,,,
480,5,1.6885281801223755,-0.18861638009548187,0.0,0.44155964255332947,-0.3165990236888991,1.658581464163463,0.0,211,464,,,,,-1,-1,1,-1,,,,,,,,,
480,6,1.407106876373291,-0.1894608736038208,-0.09388787299394608,0.588746190071106,-0.26383253514025173,1.3758416527779085,-0.13191626669907486,206,441,,,,,-1,-1,1,-1,,,,,,,,,
480,7,1.4774621725082397,-0.18899032473564148,-0.06254076212644577,0.588746190071106,-0.27702416643501854,1.4483180420010648,-0.09234138626830703,198,439,,,,,-1,-1,1,-1,,,,,,,,,
480,8,1.5478174686431885,-0.15697017312049866,-0.0312550887465477,0.588746190071106,-0.24184648303640832,1.5280411009058514,-0.04836929627730512,270,440,,,,,-1,-1,1,-1,,,,,,,,,
480,9,1.6181728839874268,-0.18861638009548187,0.0,0.588746190071106,-0.30340740608376454,1.5894739470673018,0.0,293,441,,,,,-1,-1,1,-1,,,,,,,,,
480,10,1.6885281801223755,-0.18861638009548187,0.0,0.588746190071106,-0.3165990236888991,1.658581464163463,0.0,271,434,,,,,-1,-1,1,-1,,,,,,,,,
480,11,1.7588834762573242,-0.22053326666355133,0.0,0.588746190071106,-0.38475577028743024,1.7162849647659257,0.0,210,434,,,,,-1,-1,1,-1,,,,,,,,,
480,12,1.8292388916015625,-0.18861638009548187,0.0,0.588746190071106,-0.3429822812509093,1.7967966154508515,0.0,152,440,,,,,-1,-1,1,-1,,,,,,,,,
480,13,1.407106876373291,-0.1894608736038208,-0.09388787299394608,0.7359327077865601,-0.26383253514025173,1.3758416527779085,-0.13191626669907486,200,430,,,,,-1,-1,1,-1,,,,,,,,,
480,14,1.4774621725082397,-0.1894608736038208,-0.09388787299394608,0.7359327077865601,-0.27702415295656774,1.4446336887925968,-0.13851207556368034,197,428,,,,,-1,-1,1,-1,,,,,,,,,
480,15,1.5478174686431885,-0.2206428050994873,-0.0312550887465477,0.7359327077865601,-0.33858507124816634,1.5095560529316294,-0.04836929627730512,222,428,,,,,-1,-1,1,-1,,,,,,,,,
480,16,1.6181728839874268,-0.18870966136455536,-0.0312550887465477,0.7359327077865601,-0.3034074161603643,1.5886693518397133,-0.05056790302418557,258,424,,,,,-1,-1,1,-1,,,,,,,,,
480,17,1.6885281801223755,-0.22053326666355133,0.0,0.7359327077865601,-0.36936554886366485,1.6476336080512635,0.0,238,429,,,,,-1,-1,1,-1,,,,,,,,,
480,18,1.7588834762573242,-0.22053326666355133,0.0,0.7359327077865601,-0.38475577028743024,1.7162849647659257,0.0,196,426,,,,,-1,-1,1,-1,,,,,,,,,
480,19,1.125685453414917,0.0,-0.18861638009548187,-0.588746190071106,0.0,1.1057209761089755,-0.2110660157925994,156,445,,,,,-1,-1,1,-1,,,,,,,,,
480,20,1.1960407495498657,0.0,-0.18861638009548187,-0.588746190071106,0.0,1.1748284932051367,-0.22425763339773394,175,447,,,,,-1,-1,1,-1,,,,,,,,,
480,21,1.125685453414917,0.0,-0.22053326666355133,-0.44155964255332947,0.0,1.0984224053675091,-0.24624369924244321,176,438,,,,,-1,-1,1,-1,,,,,,,,,
480,22,1.1960407495498657,0.0,-0.22053326666355133,-0.44155964255332947,0.0,1.1670737620821714,-0.2616339206662086,203,438,,,,,-1,-1,1,-1,,,,,,,,,
480,23,1.266396164894104,0.0,-0.18861638009548187,-0.44155964255332947,0.0,1.2439361273963636,-0.23744927335460958,174,442,,,,,-1,-1,1,-1,,,,,,,,,
480,24,1.125685453414917,-0.03181960806250572,-0.18861638009548187,-0.294373095035553,-0.03517767122652192,1.105161259027145,-0.2110660157925994,150,439,,,,,-1,-1,1,-1,,,,,,,,,
480,25,1.1960407495498657,-0.03181960806250572,-0.18861638009548187,-0.294373095035553,-0.037376274281195644,1.1742337938279195,-0.22425763339773394,189,446,,,,,-1,-1,1,-1,,,,,,,,,
480,26,1.266396164894104,0.0,-0.18861638009548187,-0.294373095035553,0.0,1.2439361273963636,-0.23744927335460958,180,449,,,,,-1,-1,1,-1,,,,,,,,,
480,27,1.125685453414917,0.0,-0.18861638009548187,-0.1471865475177765,0.0,1.1057209761089755,-0.2110660157925994,153,435,,,,,-1,-1,1,-1,,,,,,,,,
480,28,1.1960407495498657,-0.03181960806250572,-0.18861638009548187,-0.1471865475177765,-0.037376274281195644,1.1742337938279195,-0.22425763339773394,173,445,,,,,-1,-1,1,-1,,,,,,,,,
481,0,1.125685453414917,-0.0320311076939106,-0.22053326666355133,0.0,-0.03517767030572486,1.0978589673201227,-0.24624369924244321,161,427,-0.1397285759449005,1.3000528812408447,-0.2779262363910675,0.0,64,0,1,2,-0.1883816123008728,1.462038516998291,-0.14052724838256836,0.21875712275505066,0.7932094931602478,0.501099705696106,-0.14092186093330383,-0.09933006763458252,0.0
481,1,2.3217263221740723,-0.2223058044910431,0.12532782554626465,0.294373095035553,-0.5078776189431506,2.246830710544534,0.29021577732184867,150,418,-1.6824897527694702,1.9063864946365356,-0.8261578679084778,0.0,60,0,1,-1,,,,,,,,,
481,2,2.3920814990997314,-0.2223058044910431,0.12532782554626465,0.294373095035553,-0.5232678134704145,2.3149163288418455,0.29901017404513547,158,412,,,,,-1,-1,1,-1,,,,,,,,,
481,3,1.407106876373291,-0.1894608736038208,-0.09388787299394608,0.44155964255332947,-0.26383253514025173,1.3758416527779085,-0.13191626669907486,173,449,,,,,-1,-1,1,-1,,,,,,,,,
481,4,1.4774621725082397,-0.18899032473564148,-0.06254076212644577,0.44155964255332947,-0.27702416643501854,1.4483180420010648,-0.09234138626830703,173,446,,,,,-1,-1,1,-1,,,,,,,,,
481,5,1.5478174686431885,-0.09388787299394608,0.0,0.44155964255332947,-0.14510788442828582,1.541000525020597,0.0,195,443,,,,,-1,-1,1,-1,,,,,,,,,
481,6,1.6181728839874268,-0.15689286589622498,0.0,0.44155964255332947,-0.25283950493298024,1.59829774047811,0.0,222,445,,,,,-1,-1,1,-1,,,,,,,,,
481,7,1.6885281801223755,-0.18861638009548187,0.0,0.44155964255332947,-0.3165990236888991,1.658581464163463,0.0,217,456,,,,,-1,-1,1,-1,,,,,,,,,
481,8,1.407106876373291,-0.22152507305145264,-0.09388787299394608,0.588746190071106,-0.30780462425192645,1.3666763235698163,-0.13191626669907486,209,435,,,,,-1,-1,1,-1,,,,,,,,,
481,9,1.4774621725082397,-0.2538226246833801,-0.09388787299394608,0.588746190071106,-0.36936554754849593,1.4238251186153474,-0.13851207556368034,213,432,,,,,-1,-1,1,-1,,,,,,,,,
481,10,1.5478174686431885,-0.18870966136455536,-0.0312550887465477,0.588746190071106,-0.29021577576537516,1.5195967000857653,-0.04836929627730512,210,429,,,,,-1,-1,1,-1,,,,,,,,,
481,11,1.6181728839874268,-0.18861638009548187,0.0,0.588746190071106,-0.30340740608376454,1.5894739470673018,0.0,270,431,,,,,-1,-1,1,-1,,,,,,,,,
481,12,1.6885281801223755,-0.18861638009548187,0.0,0.588746190071106,-0.3165990236888991,1.658581464163463,0.0,283,432,,,,,-1,-1,1,-1,,,,,,,,,
481,13,1.7588834762573242,-0.15697017312049866,-0.0312550887465477,0.588746190071106,-0.27482554721169566,1.7364103312397257,-0.05496510906736579,228,424,,,,,-1,-1,1,-1,,,,,,,,,
481,14,1.407106876373291,-0.2223058044910431,-0.12532782554626465,0.7359327077865601,-0.3078046207021557,1.3617155961316891,-0.17588835169823078,167,438,,,,,-1,-1,1,-1,,,,,,,,,
481,15,1.4774621725082397,-0.22152507305145264,-0.09388787299394608,0.7359327077865601,-0.3231948450337101,1.4350100934346925,-0.13851207556368034,186,439,,,,,-1,-1,1,-1,,,,,,,,,
481,16,1.5478174686431885,-0.2528064250946045,-0.0312550887465477,0.7359327077865601,-0.38695436986324894,1.4978870595136278,-0.04836929627730512,205,439,,,,,-1,-1,1,-1,,,,,,,,,
481,17,1.6181728839874268,-0.2206428050994873,-0.0312550887465477,0.7359327077865601,-0.3539753183539216,1.578172311141012,-0.05056790302418557,245,435,,,,,-1,-1,255,-1,,,,,,,,,
481,18,1.6885281801223755,-0.18870966136455536,-0.0312550887465477,0.7359327077865601,-0.31659903420361163,1.657741886557869,-0.05276650604577568,251,428,,,,,-1,-1,1,-1,,,,,,,,,
481,19,1.7588834762573242,-0.15720275044441223,-0.06254076212644577,0.7359327077865601,-0.27482553098368406,1.733798534367552,-0.10993021784529945,168,424,,,,,-1,-1,1,-1,,,,,,,,,
481,20,1.125685453414917,-0.03181960806250572,-0.18861638009548187,-0.44155964255332947,-0.03517767122652192,1.105161259027145,-0.2110660157925994,152,436,,,,,-1,-1,1,-1,,,,,,,,,
481,21,1.1960407495498657,0.0,-0.18861638009548187,-0.44155964255332947,0.0,1.1748284932051367,-0.22425763339773394,154,448,,,,,-1,-1,1,-1,,,,,,,,,
481,22,1.266396164894104,0.0,-0.18861638009548187,-0.44155964255332947,0.0,1.2439361273963636,-0.23744927335460958,160,447,,,,,-1,-1,1,-1,,,,,,,,,
481,23,1.0553301572799683,-0.0320311076939106,-0.22053326666355133,-0.294373095035553,-0.032979067308600916,1.0292428254610466,-0.2308534778186778,159,424,,,,,-1,-1,1,-1,,,,,,,,,
481,24,1.125685453414917,-0.03181960806250572,-0.18861638009548187,-0.294373095035553,-0.03517767122652192,1.105161259027145,-0.2110660157925994,199,435,,,,,-1,-1,1,-1,,,,,,,,,
481,25,1.1960407495498657,-0.03181960806250572,-0.18861638009548187,-0.294373095035553,-0.037376274281195644,1.1742337938279195,-0.22425763339773394,187,447,,,,,-1,-1,1,-1,,,,,,,,,
481,26,1.266396164894104,-0.06303581595420837,-0.12532782554626465,-0.294373095035553,-0.07914976010463813,1.253968032265689,-0.1582995135481756,181,450,,,,,-1,-1,1,-1,,,,,,,,,
481,27,1.3367514610290527,-0.06303581595420837,-0.12532782554626465,-0.294373095035553,-0.08354696610189223,1.3236328770429064,-0.16709392517262292,176,448,,,,,-1,-1,1,-1,,,,,,,,,
481,28,1.0553301572799683,0.0,-0.22053326666355133,-0.1471865475177765,0.0,1.0297710486528469,-0.2308534778186778,173,419,,,,,-1,-1,1,-1,,,,,,,,,
481,29,1.125685453414917,0.0,-0.22053326666355133,-0.1471865475177765,0.0,1.0984224053675091,-0.24624369924244321,213,425,,,,,-1,-1,1,-1,,,,,,,,,
481,30,1.1960407495498657,-0.03181960806250572,-0.18861638009548187,-0.1471865475177765,-0.037376274281195644,1.1742337938279195,-0.22425763339773394,203,432,,,,,-1,-1,1,-1,,,,,,,,,
481,31,1.266396164894104,-0.09463229775428772,-0.12532782554626465,-0.1471865475177765,-0.1187246402175738,1.250841704722909,-0.1582995135481756,197,435,,,,,-1,-1,1,-1,,,,,,,,,
481,32,1.3367514610290527,-0.09463229775428772,-0.12532782554626465,-0.1471865475177765,-0.12532044921682256,1.3203328647510848,-0.16709392517262292,191,439,,,,,-1,-1,1,-1,,,,,,,,,
482,0,1.125685453414917,-0.0962253212928772,-0.22053326666355133,0.0,-0.10553301224676502,1.093341009904718,-0.24624369924244321,175,403,-1.6955070495605469,2.3141045570373535,-0.3015195429325104,0.0,5,0,1,2,-0.22657233476638794,1.4940054416656494,-0.197069451212883,0.2889511287212372,0.7930535674095154,0.5404286980628967,-0.13415977358818054,-0.0543833002448082,0.0
482,1,1.5478174686431885,-0.18870966136455536,-0.0312550887465477,0.44155964255332947,-0.29021577576537516,1.5195967000857653,-0.04836929627730512,175,445,,,,,-1,-1,255,-1,,,,,,,,,
482,2,1.6181728839874268,-0.18870966136455536,-0.0312550887465477,0.44155964255332947,-0.3034074161603643,1.5886693518397133,-0.05056790302418557,190,449,,,,,-1,-1,255,-1,,,,,,,,,
482,3,1.4774621725082397,-0.2538226246833801,-0.09388787299394608,0.588746190071106,-0.36936554754849593,1.4238251186153474,-0.13851207556368034,182,436,,,,,-1,-1,255,-1,,,,,,,,,
482,4,1.5478174686431885,-0.18899032473564148,-0.06254076212644577,0.588746190071106,-0.2902157848931651,1.517285523293386,-0.09673859229990997,229,433,,,,,-1,-1,1,-1,,,,,,,,,
