frame,object_index,tlv1_range,tlv1_angle,tlv1_elevation,tlv1_doppler,tlv1_x_derived,tlv1_y_derived,tlv1_z_derived,tlv7_snr,tlv7_noise,tlv8_x,tlv8_y,tlv8_z,tlv8_doppler,tlv9_snr,tlv9_noise,tlv11_targetID,tlv10_targetID,tlv10_x,tlv10_y,tlv10_vx,tlv10_vy,tlv10_ax,tlv10_ay,tlv10_z,tlv10_vz,tlv10_az
258,7,2.884568929672241,0.31927934288978577,0.09388787299394608,-0.44155964255332947,0.901427777635872,2.726725946897208,0.2704283310868845,154,446,,,,,-1,-1,-1,-1,,,,,,,,,
258,8,2.532792329788208,0.4185636341571808,0.0312550887465477,-0.294373095035553,1.0289468673817312,2.3130154874716724,0.07914976093130868,161,411,,,,,-1,-1,-1,-1,,,,,,,,,
258,9,2.603147506713867,0.4185636341571808,0.0312550887465477,-0.294373095035553,1.0575286575468168,2.377265766477558,0.08134836022760847,167,406,,,,,-1,-1,-1,-1,,,,,,,,,
258,10,2.7438583374023438,0.35108622908592224,0.0312550887465477,-0.294373095035553,0.9432013287393036,2.57522378169043,0.08574557372136936,170,406,,,,,-1,-1,-1,-1,,,,,,,,,
258,11,2.814213752746582,0.3184681832790375,0.06254076212644577,-0.294373095035553,0.8794417749572672,2.6674790524497074,0.17588836047340814,205,417,,,,,-1,-1,-1,-1,,,,,,,,,
258,12,2.884568929672241,0.31927934288978577,0.09388787299394608,-0.294373095035553,0.901427777635872,2.726725946897208,0.2704283310868845,155,434,,,,,-1,-1,-1,-1,,,,,,,,,
259,0,2.532792329788208,0.41921743750572205,0.06254076212644577,-0.588746190071106,1.0289468584529653,2.308949243665562,0.15829952144583506,169,423,,,,,-1,-1,-1,-1,,,,,,,,,
259,1,2.6735029220581055,0.3538026511669159,0.12532782554626465,-0.588746190071106,0.9190166110700582,2.4882413113506807,0.33418785034524584,161,415,,,,,-1,-1,-1,-1,,,,,,,,,
259,2,2.7438583374023438,0.3516244888305664,0.06254076212644577,-0.588746190071106,0.943201289002835,2.5709377064914234,0.17149114699122456,178,424,,,,,-1,-1,-1,-1,,,,,,,,,
259,3,2.814213752746582,0.3516244888305664,0.06254076212644577,-0.588746190071106,0.9673859626561544,2.636859254881421,0.17588836047340814,170,442,,,,,-1,-1,-1,-1,,,,,,,,,
259,4,2.4624369144439697,0.4185636341571808,0.0312550887465477,-0.44155964255332947,1.0003649803590997,2.248764990735395,0.07695115418442824,172,424,,,,,-1,-1,-1,-1,,,,,,,,,
259,5,2.532792329788208,0.4185636341571808,0.0312550887465477,-0.44155964255332947,1.0289468673817312,2.3130154874716724,0.07914976093130868,206,416,,,,,-1,-1,-1,-1,,,,,,,,,
259,6,2.6735029220581055,0.3525271415710449,0.09388787299394608,-0.44155964255332947,0.919016593701058,2.4980403354134393,0.25064089331719747,220,410,,,,,-1,-1,-1,-1,,,,,,,,,
259,7,2.7438583374023438,0.3516244888305664,0.06254076212644577,-0.44155964255332947,0.943201289002835,2.5709377064914234,0.17149114699122456,243,420,,,,,-1,-1,-1,-1,,,,,,,,,
259,8,2.814213752746582,0.3516244888305664,0.06254076212644577,-0.44155964255332947,0.9673859626561544,2.636859254881421,0.17588836047340814,231,445,,,,,-1,-1,-1,-1,,,,,,,,,
259,9,2.884568929672241,0.3516244888305664,0.06254076212644577,-0.44155964255332947,0.9915705543530886,2.7027805798782114,0.18028555905443044,165,472,,,,,-1,-1,-1,-1,,,,,,,,,
259,10,2.532792329788208,0.4183463752269745,0.0,-0.294373095035553,1.0289468580173506,2.3143693199682285,0.0,154,408,,,,,-1,-1,-1,-1,,,,,,,,,
259,11,2.6735029220581055,0.3516244888305664,0.06254076212644577,-0.294373095035553,0.9190166153495154,2.505016158101425,0.16709393350904098,203,401,,,,,-1,-1,-1,-1,,,,,,,,,
259,12,2.7438583374023438,0.35108622908592224,0.0312550887465477,-0.294373095035553,0.9432013287393036,2.57522378169043,0.08574557372136936,239,402,,,,,-1,-1,-1,-1,,,,,,,,,
259,13,2.814213752746582,0.3516244888305664,0.06254076212644577,-0.294373095035553,0.9673859626561544,2.636859254881421,0.17588836047340814,235,419,,,,,-1,-1,-1,-1,,,,,,,,,
259,14,2.884568929672241,0.3516244888305664,0.06254076212644577,-0.294373095035553,0.9915705543530886,2.7027805798782114,0.18028555905443044,176,438,,,,,-1,-1,-1,-1,,,,,,,,,
260,0,2.3920814990997314,0.41921743750572205,0.06254076212644577,-0.588746190071106,0.9717830849037451,2.1806741528605933,0.1495050944814679,152,430,,,,,-1,-1,-1,-1,,,,,,,,,
260,1,2.4624369144439697,0.4185636341571808,0.0312550887465477,-0.588746190071106,1.0003649803590997,2.248764990735395,0.07695115418442824,190,426,,,,,-1,-1,-1,-1,,,,,,,,,
260,2,2.532792329788208,0.41921743750572205,0.06254076212644577,-0.588746190071106,1.0289468584529653,2.308949243665562,0.15829952144583506,169,419,,,,,-1,-1,-1,-1,,,,,,,,,
260,3,2.603147506713867,0.3861868977546692,0.09388787299394608,-0.588746190071106,0.9761803011998269,2.4008104805397275,0.2440450732767213,155,416,,,,,-1,-1,-1,-1,,,,,,,,,
260,4,2.4624369144439697,0.4185636341571808,0.0312550887465477,-0.44155964255332947,1.0003649803590997,2.248764990735395,0.07695115418442824,179,435,,,,,-1,-1,-1,-1,,,,,,,,,
260,5,2.532792329788208,0.4185636341571808,0.0312550887465477,-0.44155964255332947,1.0289468673817312,2.3130154874716724,0.07914976093130868,164,428,,,,,-1,-1,-1,-1,,,,,,,,,
260,6,2.603147506713867,0.41921743750572205,0.06254076212644577,-0.44155964255332947,1.0575286483700301,2.3730865717204215,0.1626967200268574,151,424,,,,,-1,-1,-1,-1,,,,,,,,,
261,0,2.3920814990997314,0.4530543386936188,0.0312550887465477,-0.588746190071106,1.046535636082205,2.1497044255889763,0.0747525474375478,210,418,,,,,-1,-1,-1,-1,,,,,,,,,
261,1,2.4624369144439697,0.4530543386936188,0.0312550887465477,-0.588746190071106,1.0773161297137224,2.2129310956612884,0.07695115418442824,182,413,,,,,-1,-1,-1,-1,,,,,,,,,
261,2,2.532792329788208,0.3851892948150635,0.06254076212644577,-0.588746190071106,0.9497971072317718,2.3426189836245577,0.15829952144583506,219,408,,,,,-1,-1,-1,-1,,,,,,,,,
261,3,2.603147506713867,0.4185636341571808,0.0312550887465477,-0.588746190071106,1.0575286575468168,2.377265766477558,0.08134836022760847,191,407,,,,,-1,-1,-1,-1,,,,,,,,,
261,4,2.3920814990997314,0.45281660556793213,0.0,-0.44155964255332947,1.04653567913646,2.15100371237002,0.0,172,428,,,,,-1,-1,-1,-1,,,,,,,,,
261,5,2.532792329788208,0.3851892948150635,0.06254076212644577,-0.44155964255332947,0.9497971072317718,2.3426189836245577,0.15829952144583506,224,421,,,,,-1,-1,-1,-1,,,,,,,,,
261,6,2.603147506713867,0.3845944404602051,0.0312550887465477,-0.44155964255332947,0.9761803000176948,2.4118108151047557,0.08134836022760847,189,415,,,,,-1,-1,-1,-1,,,,,,,,,
261,7,2.6735029220581055,0.3845944404602051,0.0312550887465477,-0.44155964255332947,1.0025635803663782,2.4769949628300703,0.0835469669744889,194,430,,,,,-1,-1,-1,-1,,,,,,,,,
261,8,2.7438583374023438,0.3845944404602051,0.0312550887465477,-0.44155964255332947,1.0289468607150616,2.542179110555385,0.08574557372136936,171,452,,,,,-1,-1,-1,-1,,,,,,,,,
261,9,2.532792329788208,0.3845944404602051,0.0312550887465477,-0.294373095035553,0.9497971090759771,2.3466268882737644,0.07914976093130868,165,413,,,,,-1,-1,-1,-1,,,,,,,,,
261,10,2.603147506713867,0.3845944404602051,0.0312550887465477,-0.294373095035553,0.9761803000176948,2.4118108151047557,0.08134836022760847,157,408,,,,,-1,-1,-1,-1,,,,,,,,,
261,11,2.6735029220581055,0.3845944404602051,0.0312550887465477,-0.294373095035553,1.0025635803663782,2.4769949628300703,0.0835469669744889,189,406,,,,,-1,-1,-1,-1,,,,,,,,,
261,12,2.7438583374023438,0.4183463752269745,0.0,-0.294373095035553,1.1146924214473346,2.5072334118107613,0.0,170,408,,,,,-1,-1,-1,-1,,,,,,,,,
262,0,2.3217263221740723,0.45376986265182495,0.06254076212644577,-0.588746190071106,1.0157552505910576,2.0826901076540376,0.1451078959004456,171,427,,,,,-1,-1,-1,-1,,,,,,,,,
262,1,2.3920814990997314,0.4881344735622406,0.0312550887465477,-0.588746190071106,1.1212882153840131,2.1116767491800803,0.0747525474375478,196,423,,,,,-1,-1,-1,-1,,,,,,,,,
262,2,2.4624369144439697,0.4530543386936188,0.0312550887465477,-0.588746190071106,1.0773161297137224,2.2129310956612884,0.07695115418442824,179,417,,,,,-1,-1,-1,-1,,,,,,,,,
262,3,2.532792329788208,0.41921743750572205,0.06254076212644577,-0.588746190071106,1.0289468584529653,2.308949243665562,0.15829952144583506,191,417,,,,,-1,-1,-1,-1,,,,,,,,,
262,4,2.603147506713867,0.4185636341571808,0.0312550887465477,-0.588746190071106,1.0575286575468168,2.377265766477558,0.08134836022760847,178,428,,,,,-1,-1,-1,-1,,,,,,,,,
262,5,2.6735029220581055,0.3845944404602051,0.0312550887465477,-0.588746190071106,1.0025635803663782,2.4769949628300703,0.0835469669744889,165,450,,,,,-1,-1,-1,-1,,,,,,,,,
262,6,2.3920814990997314,0.4881344735622406,0.0312550887465477,-0.44155964255332947,1.1212882153840131,2.1116767491800803,0.0747525474375478,162,420,,,,,-1,-1,-1,-1,,,,,,,,,
262,7,2.4624369144439697,0.41921743750572205,0.06254076212644577,-0.44155964255332947,1.0003649716783551,2.244811698263078,0.15390230796365148,182,414,,,,,-1,-1,-1,-1,,,,,,,,,
262,8,2.532792329788208,0.3851892948150635,0.06254076212644577,-0.44155964255332947,0.9497971072317718,2.3426189836245577,0.15829952144583506,212,409,,,,,-1,-1,-1,-1,,,,,,,,,
262,9,2.603147506713867,0.3845944404602051,0.0312550887465477,-0.44155964255332947,0.9761803000176948,2.4118108151047557,0.08134836022760847,210,416,,,,,-1,-1,-1,-1,,,,,,,,,
262,10,2.6735029220581055,0.3845944404602051,0.0312550887465477,-0.44155964255332947,1.0025635803663782,2.4769949628300703,0.0835469669744889,211,435,,,,,-1,-1,-1,-1,,,,,,,,,
262,11,2.603147506713867,0.4183463752269745,0.0,-0.294373095035553,1.0575286479223152,2.3786572053438517,0.0,161,404,,,,,-1,-1,-1,-1,,,,,,,,,
262,12,2.6735029220581055,0.4183463752269745,0.0,-0.294373095035553,1.0861105346848248,2.4429453085773067,0.0,186,408,,,,,-1,-1,-1,-1,,,,,,,,,
263,0,2.4624369144439697,0.4530543386936188,0.0312550887465477,-0.7359327077865601,1.0773161297137224,2.2129310956612884,0.07695115418442824,164,415,,,,,-1,-1,-1,-1,,,,,,,,,
263,1,2.3920814990997314,0.4185636341571808,0.0312550887465477,-0.588746190071106,0.971783093336468,2.1845144939991177,0.0747525474375478,179,431,,,,,-1,-1,-1,-1,,,,,,,,,
263,2,2.4624369144439697,0.41921743750572205,0.06254076212644577,-0.588746190071106,1.0003649716783551,2.244811698263078,0.15390230796365148,221,427,,,,,-1,-1,-1,-1,,,,,,,,,
263,3,2.532792329788208,0.3851892948150635,0.06254076212644577,-0.588746190071106,0.9497971072317718,2.3426189836245577,0.15829952144583506,221,425,,,,,-1,-1,-1,-1,,,,,,,,,
263,4,2.603147506713867,0.3845944404602051,0.0312550887465477,-0.588746190071106,0.9761803000176948,2.4118108151047557,0.08134836022760847,208,434,,,,,-1,-1,-1,-1,,,,,,,,,
263,5,2.6735029220581055,0.4185636341571808,0.0312550887465477,-0.588746190071106,1.0861105445694483,2.441516263213835,0.0835469669744889,162,447,,,,,-1,-1,-1,-1,,,,,,,,,
263,6,2.3920814990997314,0.4185636341571808,0.0312550887465477,-0.44155964255332947,0.971783093336468,2.1845144939991177,0.0747525474375478,172,425,,,,,-1,-1,-1,-1,,,,,,,,,
263,7,2.4624369144439697,0.4185636341571808,0.0312550887465477,-0.44155964255332947,1.0003649803590997,2.248764990735395,0.07695115418442824,219,420,,,,,-1,-1,-1,-1,,,,,,,,,
263,8,2.532792329788208,0.4185636341571808,0.0312550887465477,-0.44155964255332947,1.0289468673817312,2.3130154874716724,0.07914976093130868,239,417,,,,,-1,-1,-1,-1,,,,,,,,,
263,9,2.603147506713867,0.3845944404602051,0.0312550887465477,-0.44155964255332947,0.9761803000176948,2.4118108151047557,0.08134836022760847,248,417,,,,,-1,-1,-1,-1,,,,,,,,,
263,10,2.6735029220581055,0.4185636341571808,0.0312550887465477,-0.44155964255332947,1.0861105445694483,2.441516263213835,0.0835469669744889,212,424,,,,,-1,-1,-1,-1,,,,,,,,,
263,11,2.532792329788208,0.3845944404602051,0.0312550887465477,-0.294373095035553,0.9497971090759771,2.3466268882737644,0.07914976093130868,167,415,,,,,-1,-1,-1,-1,,,,,,,,,
263,12,2.603147506713867,0.3845944404602051,0.0312550887465477,-0.294373095035553,0.9761803000176948,2.4118108151047557,0.08134836022760847,191,412,,,,,-1,-1,-1,-1,,,,,,,,,
263,13,2.6735029220581055,0.4185636341571808,0.0312550887465477,-0.294373095035553,1.0861105445694483,2.441516263213835,0.0835469669744889,160,420,,,,,-1,-1,-1,-1,,,,,,,,,
264,0,2.3920814990997314,0.4203139841556549,0.09388787299394608,-0.588746190071106,0.9717830973943755,2.1742584995511938,0.22425763550703423,151,432,,,,,-1,-1,-1,-1,,,,,,,,,
264,1,2.4624369144439697,0.41921743750572205,0.06254076212644577,-0.588746190071106,1.0003649716783551,2.244811698263078,0.15390230796365148,174,423,,,,,-1,-1,-1,-1,,,,,,,,,
264,2,2.532792329788208,0.3851892948150635,0.06254076212644577,-0.588746190071106,0.9497971072317718,2.3426189836245577,0.15829952144583506,192,427,,,,,-1,-1,-1,-1,,,,,,,,,
264,3,2.603147506713867,0.4185636341571808,0.0312550887465477,-0.588746190071106,1.0575286575468168,2.377265766477558,0.08134836022760847,180,441,,,,,-1,-1,-1,-1,,,,,,,,,
264,4,2.3920814990997314,0.4203139841556549,0.09388787299394608,-0.44155964255332947,0.9717830973943755,2.1742584995511938,0.22425763550703423,153,426,,,,,-1,-1,-1,-1,,,,,,,,,
264,5,2.4624369144439697,0.4185636341571808,0.0312550887465477,-0.44155964255332947,1.0003649803590997,2.248764990735395,0.07695115418442824,173,419,,,,,-1,-1,-1,-1,,,,,,,,,
264,6,2.532792329788208,0.4185636341571808,0.0312550887465477,-0.44155964255332947,1.0289468673817312,2.3130154874716724,0.07914976093130868,205,414,,,,,-1,-1,-1,-1,,,,,,,,,
264,7,2.603147506713867,0.4183463752269745,0.0,-0.44155964255332947,1.0575286479223152,2.3786572053438517,0.0,183,411,,,,,-1,-1,-1,-1,,,,,,,,,
264,8,2.6735029220581055,0.45281660556793213,0.0,-0.44155964255332947,1.1696575544196113,2.4040630357048385,0.0,164,424,,,,,-1,-1,-1,-1,,,,,,,,,
265,0,2.3217263221740723,0.41921743750572205,0.06254076212644577,-0.7359327077865601,0.9432012949866804,2.1165368248057344,0.1451078959004456,160,427,,,,,-1,-1,-1,1,0.9962782859802246,2.200901508331299,-0.23709824681282043,-0.5237792134284973,0.9925327897071838,0.4204224646091461,0.0893150344491005,-0.02125554531812668,0.0
265,1,2.3920814990997314,0.41921743750572205,0.06254076212644577,-0.7359327077865601,0.9717830849037451,2.1806741528605933,0.1495050944814679,181,428,,,,,-1,-1,-1,-1,,,,,,,,,
265,2,2.4624369144439697,0.41921743750572205,0.06254076212644577,-0.7359327077865601,1.0003649716783551,2.244811698263078,0.15390230796365148,157,433,,,,,-1,-1,-1,-1,,,,,,,,,
265,3,2.3217263221740723,0.41921743750572205,0.06254076212644577,-0.588746190071106,0.9432012949866804,2.1165368248057344,0.1451078959004456,212,429,,,,,-1,-1,-1,-1,,,,,,,,,
265,4,2.3920814990997314,0.41921743750572205,0.06254076212644577,-0.588746190071106,0.9717830849037451,2.1806741528605933,0.1495050944814679,230,431,,,,,-1,-1,-1,-1,,,,,,,,,
265,5,2.4624369144439697,0.4185636341571808,0.0312550887465477,-0.588746190071106,1.0003649803590997,2.248764990735395,0.07695115418442824,216,434,,,,,-1,-1,-1,-1,,,,,,,,,
265,6,2.532792329788208,0.4183463752269745,0.0,-0.588746190071106,1.0289468580173506,2.3143693199682285,0.0,177,439,,,,,-1,-1,-1,-1,,,,,,,,,
265,7,2.3217263221740723,0.4530543386936188,0.0312550887465477,-0.44155964255332947,1.0157552467588136,2.0864779697775395,0.07255394814124802,179,432,,,,,-1,-1,-1,-1,,,,,,,,,
265,8,2.3920814990997314,0.4185636341571808,0.0312550887465477,-0.44155964255332947,0.971783093336468,2.1845144939991177,0.0747525474375478,198,430,,,,,-1,-1,-1,-1,,,,,,,,,
265,9,2.4624369144439697,0.4183463752269745,0.0,-0.44155964255332947,1.000364971254841,2.2500812167347735,0.0,197,430,,,,,-1,-1,-1,-1,,,,,,,,,
265,10,2.532792329788208,0.45281660556793213,0.0,-0.44155964255332947,1.1080966689321008,2.2775334812326165,0.0,176,434,,,,,-1,-1,-1,-1,,,,,,,,,
266,0,2.251370906829834,0.4185636341571808,0.0312550887465477,-0.7359327077865601,0.9146194161487509,2.0560137182569553,0.07035534139436757,163,446,,,,,-1,-1,-1,1,0.959383487701416,2.1536450386047363,-0.37016719579696655,-0.47312939167022705,0.9853211641311646,0.39489948749542236,0.08904154598712921,-0.0026557575911283493,0.0
266,1,2.3217263221740723,0.41921743750572205,0.06254076212644577,-0.7359327077865601,0.9432012949866804,2.1165368248057344,0.1451078959004456,182,432,,,,,-1,-1,-1,-1,,,,,,,,,
266,2,2.1810154914855957,0.4185636341571808,0.0312550887465477,-0.588746190071106,0.8860375291261192,1.9917632215206778,0.06815673464748713,157,443,,,,,-1,-1,-1,-1,,,,,,,,,
266,3,2.251370906829834,0.4185636341571808,0.0312550887465477,-0.588746190071106,0.9146194161487509,2.0560137182569553,0.07035534139436757,211,446,,,,,-1,-1,-1,-1,,,,,,,,,
266,4,2.3217263221740723,0.4185636341571808,0.0312550887465477,-0.588746190071106,0.9432013031713824,2.1202642149932323,0.07255394814124802,219,447,,,,,-1,-1,-1,-1,,,,,,,,,
266,5,2.3920814990997314,0.41921743750572205,0.06254076212644577,-0.588746190071106,0.9717830849037451,2.1806741528605933,0.1495050944814679,160,447,,,,,-1,-1,-1,-1,,,,,,,,,
266,6,2.251370906829834,0.4185636341571808,0.0312550887465477,-0.44155964255332947,0.9146194161487509,2.0560137182569553,0.07035534139436757,190,438,,,,,-1,-1,-1,-1,,,,,,,,,
266,7,2.3217263221740723,0.4185636341571808,0.0312550887465477,-0.44155964255332947,0.9432013031713824,2.1202642149932323,0.07255394814124802,195,440,,,,,-1,-1,-1,-1,,,,,,,,,
267,0,2.532792329788208,0.4881344735622406,0.0312550887465477,-0.8831192851066589,1.1872464180151794,2.2358931647305114,0.07914976093130868,151,396,,,,,-1,-1,-1,1,0.9327868223190308,2.1014750003814697,-0.30940279364585876,-0.5054404735565186,0.9780476689338684,0.3960314393043518,0.07713520526885986,-0.06300786137580872,0.0
267,1,2.251370906829834,0.41921743750572205,0.06254076212644577,-0.7359327077865601,0.9146194082120703,2.0523992794032497,0.140710682418262,179,432,,,,,-1,-1,-1,-1,,,,,,,,,
267,2,2.3217263221740723,0.4185636341571808,0.0312550887465477,-0.7359327077865601,0.9432013031713824,2.1202642149932323,0.07255394814124802,197,416,,,,,-1,-1,-1,-1,,,,,,,,,
267,3,2.3920814990997314,0.4185636341571808,0.0312550887465477,-0.7359327077865601,0.971783093336468,2.1845144939991177,0.0747525474375478,169,414,,,,,-1,-1,-1,-1,,,,,,,,,
267,4,2.4624369144439697,0.4878751337528229,0.0,-0.7359327077865601,1.1542672736558426,2.175146574045861,0.0,159,413,,,,,-1,-1,-1,-1,,,,,,,,,
267,5,2.532792329788208,0.4878751337528229,0.0,-0.7359327077865601,1.187246373741603,2.237293685207955,0.0,195,411,,,,,-1,-1,-1,-1,,,,,,,,,
267,6,2.603147506713867,0.4878751337528229,0.0,-0.7359327077865601,1.2202253620686572,2.299440585767555,0.0,153,412,,,,,-1,-1,-1,-1,,,,,,,,,
267,7,2.1810154914855957,0.4185636341571808,0.0312550887465477,-0.588746190071106,0.8860375291261192,1.9917632215206778,0.06815673464748713,160,435,,,,,-1,-1,-1,-1,,,,,,,,,
267,8,2.251370906829834,0.4185636341571808,0.0312550887465477,-0.588746190071106,0.9146194161487509,2.0560137182569553,0.07035534139436757,207,439,,,,,-1,-1,-1,-1,,,,,,,,,
267,9,2.3217263221740723,0.4185636341571808,0.0312550887465477,-0.588746190071106,0.9432013031713824,2.1202642149932323,0.07255394814124802,201,448,,,,,-1,-1,-1,-1,,,,,,,,,
267,10,2.3920814990997314,0.4185636341571808,0.0312550887465477,-0.588746190071106,0.971783093336468,2.1845144939991177,0.0747525474375478,181,443,,,,,-1,-1,-1,-1,,,,,,,,,
267,11,2.251370906829834,0.4185636341571808,0.0312550887465477,-0.44155964255332947,0.9146194161487509,2.0560137182569553,0.07035534139436757,168,434,,,,,-1,-1,-1,-1,,,,,,,,,
267,12,2.3217263221740723,0.4185636341571808,0.0312550887465477,-0.44155964255332947,0.9432013031713824,2.1202642149932323,0.07255394814124802,166,438,,,,,-1,-1,-1,-1,,,,,,,,,
267,13,2.3920814990997314,0.4183463752269745,0.0,-0.44155964255332947,0.9717830844923313,2.1857931135013184,0.0,151,442,,,,,-1,-1,-1,-1,,,,,,,,,
268,0,1.96994948387146,0.45281660556793213,0.0,-0.7359327077865601,0.8618529183657981,1.7714148345629797,0.0,154,432,,,,,-1,-1,-1,1,0.9487265944480896,2.026988983154297,0.051314979791641235,-0.6928806304931641,0.9740129113197327,0.3715325891971588,0.021651621907949448,-0.26051491498947144,0.0
268,1,2.1106603145599365,0.4185636341571808,0.0312550887465477,-0.7359327077865601,0.8574557389610337,1.927512942514792,0.06595813535118734,189,430,,,,,-1,-1,-1,-1,,,,,,,,,
268,2,2.1810154914855957,0.4530543386936188,0.0312550887465477,-0.7359327077865601,0.9541942594957787,1.960024629632916,0.06815673464748713,226,428,,,,,-1,-1,-1,-1,,,,,,,,,
268,3,2.251370906829834,0.45281660556793213,0.0,-0.7359327077865601,0.9849747936489495,2.024474157897798,0.0,217,423,,,,,-1,-1,-1,-1,,,,,,,,,
268,4,2.4624369144439697,0.45281660556793213,0.0,-0.7359327077865601,1.0773161740342803,2.2142685968013183,0.0,181,434,,,,,-1,-1,-1,-1,,,,,,,,,
268,5,1.96994948387146,0.4530543386936188,-0.0312550887465477,-0.588746190071106,0.8618528829093526,1.7703448336768557,-0.06156092185742646,173,435,,,,,-1,-1,-1,-1,,,,,,,,,
268,6,2.0403048992156982,0.4183463752269745,0.0,-0.588746190071106,0.8288738443948734,1.8643530330497073,0.0,179,440,,,,,-1,-1,-1,-1,,,,,,,,,
268,7,2.1106603145599365,0.4183463752269745,0.0,-0.588746190071106,0.8574557311573832,1.9286411362831621,0.0,206,437,,,,,-1,-1,-1,-1,,,,,,,,,
268,8,2.1810154914855957,0.45281660556793213,0.0,-0.588746190071106,0.954194298751129,1.9612092734664996,0.0,217,438,,,,,-1,-1,-1,-1,,,,,,,,,
268,9,2.251370906829834,0.45281660556793213,0.0,-0.588746190071106,0.9849747936489495,2.024474157897798,0.0,192,450,,,,,-1,-1,-1,-1,,,,,,,,,
268,10,2.4624369144439697,0.45281660556793213,0.0,-0.588746190071106,1.0773161740342803,2.2142685968013183,0.0,154,453,,,,,-1,-1,-1,-1,,,,,,,,,
268,11,2.1106603145599365,0.4183463752269745,0.0,-0.44155964255332947,0.8574557311573832,1.9286411362831621,0.0,158,435,,,,,-1,-1,-1,-1,,,,,,,,,
268,12,2.1810154914855957,0.4530543386936188,-0.0312550887465477,-0.44155964255332947,0.9541942594957787,1.960024629632916,-0.06815673464748713,153,434,,,,,-1,-1,-1,-1,,,,,,,,,
269,0,2.3217263221740723,0.4881344735622406,-0.0312550887465477,-0.8831192851066589,1.0883092258271403,2.0495687518755235,-0.07255394814124802,151,406,0.7857227921485901,1.0723899602890015,-0.1397285759449005,0.0,6,0,0,1,0.9580073356628418,1.9516714811325073,0.1658845841884613,-0.7978048920631409,0.9683317542076111,0.3736364245414734,-0.01920224353671074,-0.34124547243118286,0.0
269,1,2.3920814990997314,0.4881344735622406,-0.0312550887465477,-0.8831192851066589,1.1212882153840131,2.1116767491800803,-0.0747525474375478,172,404,,,,,-1,-1,0,-1,,,,,,,,,
269,2,2.0403048992156982,0.45281660556793213,0.0,-0.7359327077865601,0.8926334132636187,1.8346797189942778,0.0,181,426,,,,,-1,-1,0,-1,,,,,,,,,
269,3,2.1106603145599365,0.45281660556793213,0.0,-0.7359327077865601,0.9234139081614392,1.897944603425576,0.0,221,426,,,,,-1,-1,0,-1,,,,,,,,,
269,4,2.1810154914855957,0.45281660556793213,0.0,-0.7359327077865601,0.954194298751129,1.9612092734664996,0.0,209,408,,,,,-1,-1,0,-1,,,,,,,,,
269,5,2.3217263221740723,0.4881344735622406,-0.0312550887465477,-0.7359327077865601,1.0883092258271403,2.0495687518755235,-0.07255394814124802,196,416,,,,,-1,-1,0,-1,,,,,,,,,
269,6,2.3920814990997314,0.4881344735622406,-0.0312550887465477,-0.7359327077865601,1.1212882153840131,2.1116767491800803,-0.0747525474375478,202,420,,,,,-1,-1,0,-1,,,,,,,,,
269,7,2.0403048992156982,0.45281660556793213,0.0,-0.588746190071106,0.8926334132636187,1.8346797189942778,0.0,192,427,,,,,-1,-1,0,-1,,,,,,,,,
269,8,2.1106603145599365,0.45281660556793213,0.0,-0.588746190071106,0.9234139081614392,1.897944603425576,0.0,231,425,,,,,-1,-1,0,-1,,,,,,,,,
269,9,2.1810154914855957,0.4183463752269745,0.0,-0.588746190071106,0.8860375210623476,1.9929290216587856,0.0,205,430,,,,,-1,-1,0,-1,,,,,,,,,
269,10,2.251370906829834,0.4183463752269745,0.0,-0.588746190071106,0.9146194078248573,2.0572171248922406,0.0,161,433,,,,,-1,-1,0,-1,,,,,,,,,
269,11,2.3217263221740723,0.4881344735622406,-0.0312550887465477,-0.588746190071106,1.0883092258271403,2.0495687518755235,-0.07255394814124802,160,440,,,,,-1,-1,0,-1,,,,,,,,,
269,12,2.1106603145599365,0.4183463752269745,0.0,-0.44155964255332947,0.8574557311573832,1.9286411362831621,0.0,157,437,,,,,-1,-1,0,-1,,,,,,,,,
269,13,2.1810154914855957,0.4185636341571808,-0.0312550887465477,-0.44155964255332947,0.8860375291261192,1.9917632215206778,-0.06815673464748713,150,438,,,,,-1,-1,0,-1,,,,,,,,,
270,0,1.8995941877365112,0.45281660556793213,0.0,-0.7359327077865601,0.831072475622043,1.7081500573268686,0.0,166,430,,,,,-1,-1,-1,1,0.9453750848770142,1.8856807947158813,0.06697627902030945,-0.7531062364578247,0.961462676525116,0.33732742071151733,-0.03417026251554489,-0.27224189043045044,0.0
270,1,1.96994948387146,0.45281660556793213,0.0,-0.7359327077865601,0.8618529183657981,1.7714148345629797,0.0,157,433,,,,,-1,-1,-1,-1,,,,,,,,,
270,2,2.1106603145599365,0.48891493678092957,0.06254076212644577,-0.7359327077865601,0.9893720352051713,1.8597387012771016,0.1319162703550561,156,416,,,,,-1,-1,-1,-1,,,,,,,,,
270,3,1.8995941877365112,0.4530543386936188,-0.0312550887465477,-0.588746190071106,0.8310724414318983,1.7071182707349812,-0.05936231883583635,164,437,,,,,-1,-1,-1,-1,,,,,,,,,
270,4,1.96994948387146,0.4183463752269745,0.0,-0.588746190071106,0.8002919576323638,1.8000649298162525,0.0,174,442,,,,,-1,-1,-1,-1,,,,,,,,,
