Likelihood,MaxL
0.1082541692143754,0.12972133429249597
0.09514108654630796,0.12972310931691017
0.10267160633889037,0.12972684846082588
0.10266048987804831,0.1297316431080904
0.1036993226839768,0.12973611439503946
0.012779732283097324,0.12973916719619366
6.438209871445539e-05,0.1297328640912642
0.11607609716288127,0.12972019000481189
0.11861011324953794,0.12969994476940994
0.02938552176720525,0.12967296247888266
0.04686617720845642,0.12963460358488568
0.05521354292018802,0.12958045461995407
0.12690744284106711,0.1295088797617984
0.12752749574365257,0.1294332199604598
0.12832405578247308,0.1293629972803558
0.128245898468695,0.12930453150531182
0.12672419370069896,0.1292601236331114
0.1268033430647668,0.12922792571514372
0.12546997060209808,0.1292042085194385
0.12280844160694718,0.12918343350794229
0.12602185774753727,0.12915939061139622
0.12174619678510552,0.12912613765625863
0.12431808902088226,0.12907855656605008
0.12027758864339268,0.12901247463853335
0.1187624729767609,0.1289257961960534
0.1182912440582776,0.1288179188864161
0.12085200698741468,0.1286895520006778
0.11563141600570578,0.12854234666396758
0.028751599469089534,0.12838015846126424
0.12478750045805151,0.12821616891920962
0.0185231430332509,0.12804561270318784
0.1175693921127716,0.12786266263361468
0.11170949644590804,0.12770013380636985
0.11279608936046592,0.12756039087026197
0.10979169711421541,0.12744237758862134
0.11367545375955505,0.12734513788651242
0.115655637716023,0.12726522836061116
0.11629654125487347,0.12719948684241142
0.023468602417171948,0.12714510249418562
0.12139052815164227,0.12711563642729834
0.12129112363423347,0.12708081515401984
0.11737174421082627,0.12704185131010146
0.11340074694169892,0.1270014449662815
0.1165001943279563,0.1269620201850268
0.11754530271861068,0.1269244710551968
0.11651934829243232,0.12688969936675698
0.12433959219257629,0.12686140482810834
0.11035149377958829,0.1268385397746033
0.11311032355237474,0.12682592638655102
0.11242432557387526,0.12682254403653112
0.11249252868460705,0.12682854580221273
0.12384997438538456,0.1268440142751311
0.11624123955816988,0.1268660482735964
0.12016860926766341,0.12689682515101688
0.1243031405093995,0.12693469616609923
0.11931348163183217,0.12697813770954455
0.11488789024618556,0.12702865644020447
0.11770558487514184,0.12708592791367168
0.11516360734042407,0.12714825369066768
0.1177929684272916,0.1272146460362534
0.11849405036415628,0.12728403736135693
0.12422988985122754,0.12735504396680986
0.11906551378888815,0.12742622684755195
0.08804097834454681,0.12749677963944334
0.11441490513203917,0.12756297846261325
0.1161738373357778,0.1276261757445497
0.09732356158972677,0.12768578624534976
0.12189634549436514,0.12773874222717735
0.10045888993353634,0.12778773207771357
0.10209640254043421,0.1278308570306074
0.1212878344018023,0.12786762819210262
0.11140389408891777,0.1278996615498264
0.11216681595882917,0.12792719344716827
0.11765419234252436,0.12795031361083162
0.1234235901722095,0.12796974325886723
0.12134926529240807,0.12798626044349629
0.1206909552280796,0.1279998279828134
0.12346422063193686,0.12801038153959002
0.12324705915174934,0.12801773810113687
0.12218052183108531,0.12802166881347038
0.1159131478191506,0.12802179990663254
0.12035522596980487,0.12801764074452582
0.12788360008243957,0.12800862847235106
0.12762224025386604,0.12799415205628228
0.1270044578454773,0.12797353144144605
0.12641967488463146,0.12794601290591065
0.12521370894986097,0.12791090181513579
0.12671151441293657,0.12786791818358764
0.12555849427406926,0.12781649071306875
0.12698109983502537,0.12775687188297397
0.12551976961865047,0.12768867542584098
0.12400536837362905,0.12761323970304306
0.12513260081389097,0.1275323284513695
0.1224842723321681,0.1274467455280165
0.12522073726545044,0.12735906957426177
0.12448442735029407,0.12727019890255833
0.11871224233866151,0.1271827681284044
0.12622579253306335,0.12710215418862547
0.0005212531454406972,0.12702637057240335
0.11620896442857932,0.1268875079260485
0.1172516319858371,0.1267574274144219
0.11556815861957236,0.12664218523789164
0.11580251503661686,0.12654651400181435
0.11952916210903959,0.12647344203906222
0.12101612573846744,0.12642350499682212
0.11753580488475379,0.12639571845491537
0.11463889327109966,0.12639097772781557
0.11894573497223027,0.126408291643421
0.11833810906407474,0.12644231888274496
0.11148851427026953,0.12649102008061408
0.12510235506615974,0.12655283036180265
0.00992264630487847,0.1266209122899677
0.018551781005031395,0.1266496379405944
0.03484841504528219,0.12663887594613857
0.10708630146443303,0.1265923758572205
0.10831341779251986,0.12657003441865586
0.09880993444756718,0.1265736182647712
0.04622768065517303,0.12660443172573493
0.10021309093143499,0.12661347582814503
0.10563894313640106,0.1266468263491517
0.10923570678987528,0.1267000357201273
0.116391332089,0.12676810575252517
0.11752084803329639,0.12684448734094772
0.1193933931474137,0.12692509733152185
0.12115600317458768,0.12700613044772913
0.12317520191920193,0.1270842750474237
0.12289288987924497,0.1271567840562079
0.12441564582565935,0.12722160530048815
0.12533035124396583,0.12727712977740505
0.12637295396538636,0.12732236341244033
0.12596546632165717,0.12735662999952604
0.12708970458768462,0.12738034270122578
0.1269707231573105,0.12739382953059278
0.12733063352044752,0.12739772916762646
0.1257274353944493,0.12739276124496662
0.12646333028666787,0.12738022858499842
0.12735340279683738,0.127361168606238
0.1256990003579711,0.1273362792414362
0.012259323529551353,0.12730700536678544
0.12726090307479204,0.12728198515093872
0.12593880638097296,0.12725421662290262
0.12297115228551699,0.12722436123948302
0.12455210217411898,0.12719246487486568
0.12500423251476722,0.12715951434297815
0.12548762332040425,0.1271257789785306
0.12565645973295295,0.12709250820537293
0.12670900257382273,0.12705997863169557
0.12528207088796584,0.1270283406742465
0.12440367642965677,0.12699825126150557
0.12614835347413725,0.12696993566650486
0.12643275126331902,0.12694249594257512
0.1247117759032968,0.12691652064887235
0.1260555848272555,0.12689256227848186
0.12331585116896551,0.12686996581964866
0.122149808102511,0.1268498841940449
0.12218551549233274,0.12683259250499174
0.12625426141715468,0.12681787567925498
0.12460708258593788,0.12680411649810658
0.12552086729245937,0.12679225979748382
0.1258180919643733,0.12678219929830492
0.10806464224231654,0.12677387149850242
0.1226096095545151,0.1267661821958066
0.11567104684835018,0.12676043505584567
0.11870499034883299,0.12675509859518913
0.1231036067413281,0.1267510904149221
0.1208500240225834,0.1267481286094065
0.12451446827089124,0.12674648426778043
0.12363956101300687,0.12674578773493259
0.12134867279618194,0.12674692499118823
0.1188047737865169,0.12675001301462166
0.11919684153817475,0.12675615994939785
0.11891388877015104,0.12676514164265812
0.1235496637252826,0.12677739200429586
0.12277328578380249,0.12679189719924916
0.12165366463945183,0.126809395412584
0.12358551966507918,0.12682989689350585
0.12357995498015947,0.12685286445611987
0.12383935318728717,0.1268782807201692
0.12640893952303683,0.12690587679674678
0.1251950981723706,0.1269345749097863
0.12603931695205808,0.12696466887291688
0.12668418856737834,0.12699567263101222
0.12674020988358561,0.1270269430373399
0.1247824394892164,0.1270576519414805
0.12387672781510958,0.12708823661856486
0.125925528470179,0.12711751390737053
0.12516234313734717,0.12714493993962583
0.12607685909579674,0.12717011708269033
0.12692332381393706,0.12719256072363452
0.12714917602780176,0.12721169686034847
0.12511317491161006,0.1272270926804622
0.12658608225898588,0.1272384225695556
0.12662604320341925,0.12724537095183416
0.12698218115488616,0.12724781733956253
0.1257257016246788,0.12724562734534992
0.12638222497657958,0.12723936786982043
0.12542150618435005,0.1272291295136386
0.12671309162771763,0.12721495675889585
0.12630780205796982,0.12719664862404134
0.12703673254036402,0.12717513369289235
0.12680119507685664,0.12715065820052202
0.1251862497503086,0.12712378572577515
0.1253615285912602,0.12709595903441806
0.12684891656111175,0.12706713560550892
0.12454169637988098,0.12703707760071117
0.12550195839463735,0.12700695922987204
0.12573608488522398,0.12697708191726972
0.12664677224978582,0.12694687662161647
0.12672948082741617,0.12691627667124747
0.12638301816753753,0.12688560123120945
0.1257629138867026,0.12685539365099657
0.12609135046110176,0.1268278703240841
0.12655399675109996,0.12680200332590472
0.1238159482266521,0.1267783167939275
0.125774597441125,0.1267584043410617
0.12311540556986214,0.12674205836359798
0.1223038953801398,0.12673089289632408
0.12433347388045654,0.12672410007584942
0.12298759784689389,0.1267223463352861
0.011421052433927424,0.12672380615298443
0.0017872075884776558,0.12670587668593086
0.01987021383475179,0.12667948999678527
0.03169551605842493,0.12664118480080108
0.0929926117335438,0.12659039626992083
0.09921197783483089,0.1265602518764581
0.10705419866900834,0.1265502244534194
0.10706588158701992,0.12655710507497536
0.11702324547188941,0.1265787075599283
0.11813051833862628,0.12661089699343428
0.11992069842772615,0.12665139165181066
0.11353737053129166,0.1266969683236455
0.10761938280257517,0.12674656767608064
0.11388943580571581,0.12679802410418306
0.05383102086898146,0.12684824275232587
0.11730210878930956,0.1268870907463407
0.12052566292605547,0.1269238287521144
0.11745391802591648,0.12695764511926735
0.12604043937713882,0.12698851094040223
0.07269761366854872,0.12701498051793025
0.10932189971907182,0.12703444073376555
0.11630129748489706,0.12704974807582728
0.11707185164355143,0.12706150330784705
0.1235089331584001,0.1270702939344738
0.12459125715458368,0.12707692029281004
0.12574704276218612,0.1270814504644834
0.00800895691746595,0.127083923102773
0.12358906925266448,0.1270844908733569
0.12345449326079524,0.12708307719958267
0.12337018062939378,0.12708020908018275
0.12175289572475016,0.12707623024850626
0.1247182780727758,0.12707152655284298
0.12500462150923422,0.12706622065026313
0.1255187849844401,0.12706041277878855
0.12591130370934,0.12705405200631859
0.1259166602833555,0.12704729660531336
0.12412563526145211,0.12704029388834714
0.1246780172609783,0.12703315612375493
0.1266984027175449,0.12702583839290177
0.12454560256006808,0.1270180324830326
0.12308831802013344,0.12701009095426213
0.1253507623440369,0.12700200125996663
0.12604281491915068,0.12699357982053092
0.12579950499521383,0.12698454431784395
0.12354212709768513,0.1269749418200559
0.1259388756259268,0.12696418295190903
0.12455644677532875,0.12695279283844893
0.1234459753083365,0.12694043100851968
0.12588491771643257,0.12692712397759498
0.12616172524237163,0.12691303983094465
0.1266711887233933,0.1268982761166431
0.12600281658706033,0.126882971617647
0.12638426035340802,0.12686735026288887
0.12597002104810864,0.12685141285431292
0.1267755960697468,0.12683540686109782
0.1258689364716167,0.12681923130984235
0.12571317947880586,0.12680325163211711
0.12532920212307866,0.1267875432174026
0.1250456963349311,0.1267722597318334
0.12492371108291037,0.126757477220223
0.12662179926449224,0.12674340054136857
0.12670385716540306,0.1267296585585035
0.1253898340380234,0.126716288053895
0.12475325692338789,0.12670363636644044
0.12598273356154494,0.1266913332617665
0.12636462030277337,0.12668023820302046
0.12619583054491468,0.126670196392013
0.1260922312699348,0.1266612301018772
0.12627840035049667,0.1266531735075568
0.1260062981501256,0.1266464445120466
0.12648803950329696,0.12664105653980173
0.12557809671040662,0.12663670435499783
0.12640511653507497,0.12663372714134377
0.12599910314266388,0.1266326701099563
0.1254024870437919,0.12663381310830715
0.12648062513296282,0.12663741918548507
0.12482749659216828,0.12664244766940752
0.1254104347351758,0.1266502993258479
0.12653916673267948,0.12666067332946182
0.12589076141635988,0.12667274604235637
0.12524429515819513,0.12668699030789132
0.12592712946939014,0.126701971467906
0.12204132670057649,0.1267180773109702
0.12586227016493257,0.1267345560317842
0.1235710272631905,0.12675229782181538
0.12661903350581305,0.12677122537578336
0.12650482879096123,0.12679081118562038
0.124288277195533,0.12681083748267
0.12512200138606053,0.126830605805085
0.1261342057377374,0.12685114955905932
0.12493122398357798,0.12687204912251343
0.1255820581937688,0.12689319295346724
0.12670774521445605,0.12691363399180547
0.12638842633360917,0.12693274006739483
0.12591249409172175,0.12695058885039534
0.12656317903194356,0.12696685729819432
0.1266876894208311,0.12698115882125124
0.12688518847364863,0.1269931635161842
0.12656453406203694,0.12700244286772205
0.12692403918882106,0.127008719170412
0.1268302430163109,0.1270117427313881
0.12644193712919274,0.1270111906176718
0.12694632795694372,0.12700676251965917
0.1264499440217946,0.12699839043550953
0.12623267568840849,0.12698581605348117
0.126561788081078,0.12696935788747593
0.1262631248638705,0.12694945374046893
0.12566930238701665,0.1269264774175494
0.12666539902143123,0.12690023664091496
0.1263429392505923,0.12687155140257325
0.005522175445405687,0.12684043800426703
0.11832786798742449,0.1268139683305475
0.12176900225786041,0.12678842905541568
0.12043262967677996,0.12676316295173512
0.12284920383655139,0.12673760370732162
0.12180260402770236,0.12671239449703706
0.12378603965743466,0.12668749769515855
0.12453441055398068,0.12666367364352504
0.12364391910987771,0.12664208120007125
0.1257056957656233,0.12662249283146942
0.12584661725634835,0.1266061858304663
0.1238079331597157,0.12659354759503988
0.1231758832522863,0.1265847992191574
0.12342778908217136,0.12658090230510774
0.03633524962130925,0.12657902154086723
0.05908311881450705,0.12656646843063063
0.08970161231132574,0.12654525174925915
0.1240677505974615,0.12651955311687585
0.11220176885841364,0.12649684630935107
0.12412319114399924,0.12647412256853585
0.12224081127185814,0.12645562296013788
0.1257194328434108,0.12644002531283802
0.12565671948315288,0.12643031797196017
0.11878444723933158,0.1264264497334658
0.008441033537528366,0.12643391383475774
0.11548948276399135,0.1264535694735253
0.11749574067494645,0.12647751404198349
0.12003220914604239,0.12650614590400816
0.12019630791908649,0.12653844998890584
0.12025284300655413,0.12657413534592007
0.12402580785503257,0.1266125065151702
0.12106414078443516,0.12665171684406606
0.12172370819177146,0.12669208673745863
0.12482575914033933,0.12673238400853126
0.12507267860022483,0.1267709981449511
0.12529416117088885,0.12680699510340107
0.12566004944162548,0.1268395224838752
0.08995248936817705,0.12686794654903152
0.11823083044297346,0.12689028875117284
0.12277354489319259,0.12690885714271832
0.12379399593891417,0.12692293838809815
0.01502539112741849,0.12693227622302047
0.12089445191565679,0.12693678017486948
0.12140007897164709,0.12693672239486176
0.12136600970135586,0.12693262205812164
0.12420790524800779,0.12692496149257776
0.10601453128561993,0.12691420319632776
0.10548066393717594,0.12690115656738746
0.12308929874771503,0.12688616743637846
0.12584528054841418,0.12686914912622832
0.12623195774782828,0.12685072146027357
0.12647927704761142,0.12683141694478606
0.12609142463530673,0.12681165590923066
0.12666222643395328,0.12679185503663584
0.12568725343141757,0.12677234056708747
0.12659298981078987,0.12675324762441795
0.12576583953755455,0.12673493519108822
0.12668431851392312,0.12671762424880192
0.12637975304488352,0.12670128742953515
0.12647032241852016,0.12668602991207148
0.12579142811160926,0.12667179074294369
0.12635072797709204,0.12665833672523005
0.12634846184606396,0.12664583675704383
0.1256611526885161,0.1266342896032608
0.1252040885213831,0.12662368189479628
0.12578315010152746,0.12661400095295217
0.12656113493767454,0.12660591260572215
0.12650324716439687,0.12659919111913534
0.1265856317721468,0.1265936882229081
0.12637467753650486,0.1265895519080792
0.12463558122199399,0.12658694450487729
0.1264442093107046,0.12658642111121637
0.12567252290689673,0.12658696235956987
0.12646271973404877,0.12658824762044338
0.1265179951634491,0.12659095179175917
0.12399505518099853,0.12659509167738334
0.1263274072667884,0.12660161654665836
0.12446584916850433,0.12660964135248418
0.12660945807672536,0.12661997005423534
0.12455425544899477,0.12663156310813697
0.12589099455526712,0.12664521053421543
0.12438272719816498,0.12665997487185582
0.12640324271136832,0.12667636277317612
0.12619776057925058,0.12669314762839942
0.12575035833047676,0.12671079254216572
0.125023706836265,0.12672922029008216
0.1253318273546229,0.1267483667197686
0.12611983626312995,0.12676783108448095
0.1253998887518835,0.12678738488775557
0.12556984520639278,0.12680690303482486
0.12635841639331727,0.12682609229804187
0.12684416245773678,0.1268444076538115
0.12545583295796453,0.12686147839100054
0.1268768799021013,0.1268771140541661
0.09150116760577517,0.12689127965300176
0.1036702187253778,0.12690282520404841
0.12564921844987917,0.12691256134296858
0.1254663735682267,0.12692137363923817
0.1258300810966498,0.12692884801130905
0.1256170932243155,0.12693445712448517
0.1235941859317717,0.12693767152199398
0.1238398686633441,0.12693801832361198
0.12420072831802237,0.12693520890149
0.12591844887926776,0.12692891395646216
0.12603912079355067,0.12691906349331797
0.12258456700421494,0.12690592412817772
0.12536509376725039,0.12688910345793084
0.1257013736118832,0.12686906059959915
0.0014697320281638158,0.12684653862903664
0.11937805597275267,0.12682507701682524
0.1152177379708595,0.12680440116100167
0.11882283605680806,0.1267836823968503
0.12132783297572519,0.12676280366022138
0.12341554955685814,0.12674185704776844
0.12307206193962301,0.12672134401876436
0.12059058633175594,0.126703519713767
0.12504690563350113,0.12668594195774335
0.12409843082865742,0.12666988880218752
0.12266077415409252,0.12665524102739398
0.12305479142689525,0.12664320548331814
0.12341541836321601,0.12663401084449924
0.03790534619130471,0.1266277575964568
0.12566985209531528,0.12661422171336204
0.05846955576866518,0.12660251433519332
0.07592392965849558,0.12658413618241188
0.11029059164068869,0.12655998263159865
0.09732443623409605,0.12653475668860448
0.1167283756477155,0.12650628011954956
0.12486931124294387,0.12648451199952843
0.1259483107503829,0.126469866007538
0.12525777151068868,0.12646105405763253
0.12226808511230025,0.12645976211181303
0.11790158928743348,0.12646703708410226
0.12153345953016587,0.12648326811246008
0.12105362230287377,0.126506648623607
0.12075435514933734,0.12653614365375523
0.12098113908027722,0.12657043833877318
0.12184620620535204,0.12660813255964093
0.12427522934695752,0.1266477191367949
0.12432900572546116,0.1266874679503639
0.12250984532617666,0.12672632013626747
0.12489181434812673,0.12676354116917002
0.1264401163197739,0.12679789821997292
0.1265579164128403,0.12682856270391574
0.12468760864497518,0.12685522248494982
0.12684222661900565,0.12687785313811287
0.12650968715062128,0.1268960996916996
0.12496295027282697,0.12691008433793682
0.12386544470449388,0.12691991555778973
0.01273965074601807,0.12692594262965576
0.12311254877170502,0.12692822805350312
0.12236734123356185,0.12692727316879054
0.12461348821940882,0.12692364620842625
0.12366285412017126,0.1269177650074803
0.12300355435898684,0.12691002376513688
0.12389113086444366,0.1269009259484784
0.12496450875911484,0.12689085807560985
0.12493653818319343,0.12688037204476454
0.12491855784944296,0.12686975499664707
0.12532074759895073,0.126859399054113
0.12682140428286515,0.1268495582243128
0.12657665234249973,0.12684028408575088
0.12660107146542332,0.12683185551033022
0.12482122311196231,0.12682445098713882
0.12609182284936954,0.1268182896792203
0.1251724643175928,0.12681336693790443
0.12607006779583893,0.12680988819200836
0.1265089019447977,0.12680775998824123
0.12678906613355112,0.12680692828942783
0.12666353652025042,0.12680732323992114
0.12556348471926104,0.12680907838894803
0.12598995213109895,0.12681206171595394
0.12608160388154105,0.12681633248101412
0.126521079815286,0.12682239431103287
0.12283538949684156,0.12683013736222873
0.12596426811069592,0.12684006900758693
0.1262207817065998,0.1268510758557845
0.12679426585412426,0.12686342035497003
0.1261526025084492,0.12687749597941989
0.12601813438515483,0.12689378704214183
0.12664987451051024,0.12691228693423082
0.12642005122282182,0.12693283013906706
